id,first_name,last_name,email,phone
CUSTOMER_000000067,Mahi,Kulkarni,mahi.kulkarni.CUSTOMER_000000067@shopsphere.example,9919816386
CUSTOMER_000000068,Sara,Singh,sara.singh.CUSTOMER_000000068@shopsphere.example,9918380655
CUSTOMER_000000069,Siddharth,Verma,siddharth.verma.CUSTOMER_000000069@shopsphere.example,9342226853
CUSTOMER_000000070,Shreya,Patel,shreya.patel.CUSTOMER_000000070@shopsphere.example,9172748257
CUSTOMER_000000071,Sneha,Deshmukh,sneha.deshmukh.CUSTOMER_000000071@shopsphere.example,9143726102
CUSTOMER_000000072,Myra,Roy,myra.roy.CUSTOMER_000000072@shopsphere.example,9957515288
CUSTOMER_000000073,Vihaan,Sen,vihaan.sen.CUSTOMER_000000073@shopsphere.example,9692322811
CUSTOMER_000000074,Dev,Rao,dev.rao.CUSTOMER_000000074@shopsphere.example,9366649771
CUSTOMER_000000075,Sara,Das,sara.das.CUSTOMER_000000075@shopsphere.example,9387708544
CUSTOMER_000000076,Mahi,Das,mahi.das.CUSTOMER_000000076@shopsphere.example,9170626690
CUSTOMER_000000077,Simran,Pandey,simran.pandey.CUSTOMER_000000077@shopsphere.example,9194770350
CUSTOMER_000000078,Sneha,Mehta,sneha.mehta.CUSTOMER_000000078@shopsphere.example,9470727415
CUSTOMER_000000079,Pooja,Pandey,pooja.pandey.CUSTOMER_000000079@shopsphere.example,9287629664
CUSTOMER_000000080,Dev,Singh,dev.singh.CUSTOMER_000000080@shopsphere.example,9282228442
CUSTOMER_000000081,Rohan,Mehta,rohan.mehta.CUSTOMER_000000081@shopsphere.example,9970258828
CUSTOMER_000000082,Karan,Kulkarni,karan.kulkarni.CUSTOMER_000000082@shopsphere.example,9833146326
CUSTOMER_000000083,Yash,Thakur,yash.thakur.CUSTOMER_000000083@shopsphere.example,9272186872
CUSTOMER_000000084,Ishaan,Das,ishaan.das.CUSTOMER_000000084@shopsphere.example,9274010371
CUSTOMER_000000085,Kavya,Singh,kavya.singh.CUSTOMER_000000085@shopsphere.example,9751215888
CUSTOMER_000000086,Kavya,Pandey,kavya.pandey.CUSTOMER_000000086@shopsphere.example,9208106900
CUSTOMER_000000087,Manav,Rao,manav.rao.CUSTOMER_000000087@shopsphere.example,9587933874
CUSTOMER_000000088,Kabir,Kulkarni,kabir.kulkarni.CUSTOMER_000000088@shopsphere.example,9907961438
CUSTOMER_000000089,Tanya,Ghosh,tanya.ghosh.CUSTOMER_000000089@shopsphere.example,9459683516
CUSTOMER_000000090,Ananya,Bansal,ananya.bansal.CUSTOMER_000000090@shopsphere.example,9126598292
CUSTOMER_000000091,Sneha,Deshmukh,sneha.deshmukh.CUSTOMER_000000091@shopsphere.example,9959301830
CUSTOMER_000000092,Sneha,Singh,sneha.singh.CUSTOMER_000000092@shopsphere.example,9903169388
CUSTOMER_000000093,Arjun,Iyer,arjun.iyer.CUSTOMER_000000093@shopsphere.example,9812920180
CUSTOMER_000000094,Mahi,Deshmukh,mahi.deshmukh.CUSTOMER_000000094@shopsphere.example,9690801060
CUSTOMER_000000095,Vivek,Soni,vivek.soni.CUSTOMER_000000095@shopsphere.example,9613836450
CUSTOMER_000000096,Aanya,Tiwari,aanya.tiwari.CUSTOMER_000000096@shopsphere.example,9534826185
CUSTOMER_000000097,Varun,Shah,varun.shah.CUSTOMER_000000097@shopsphere.example,9312960761
CUSTOMER_000000098,Sneha,Mishra,sneha.mishra.CUSTOMER_000000098@shopsphere.example,9984612981
CUSTOMER_000000099,Rahul,Jain,rahul.jain.CUSTOMER_000000099@shopsphere.example,9515536676
CUSTOMER_000000100,Riya,Malhotra,riya.malhotra.CUSTOMER_000000100@shopsphere.example,9821059518
CUSTOMER_000000101,Akash,Sen,akash.sen.CUSTOMER_000000101@shopsphere.example,9168317031
CUSTOMER_000000102,Kabir,Mishra,kabir.mishra.CUSTOMER_000000102@shopsphere.example,9260357394
CUSTOMER_000000103,Myra,Chopra,myra.chopra.CUSTOMER_000000103@shopsphere.example,9128926364
CUSTOMER_000000104,Riya,Kulkarni,riya.kulkarni.CUSTOMER_000000104@shopsphere.example,9149624521
CUSTOMER_000000105,Aditya,Malhotra,aditya.malhotra.CUSTOMER_000000105@shopsphere.example,9889402612
CUSTOMER_000000106,Dev,Kapoor,dev.kapoor.CUSTOMER_000000106@shopsphere.example,9816548922
CUSTOMER_000000107,Pooja,Deshmukh,pooja.deshmukh.CUSTOMER_000000107@shopsphere.example,9205574689
CUSTOMER_000000108,Ananya,Menon,ananya.menon.CUSTOMER_000000108@shopsphere.example,9584380266
CUSTOMER_000000109,Aditi,Rao,aditi.rao.CUSTOMER_000000109@shopsphere.example,9199406000
CUSTOMER_000000110,Myra,Mishra,myra.mishra.CUSTOMER_000000110@shopsphere.example,9223011192
CUSTOMER_000000111,Avni,Iyer,avni.iyer.CUSTOMER_000000111@shopsphere.example,9573719537
CUSTOMER_000000112,Nisha,Malhotra,nisha.malhotra.CUSTOMER_000000112@shopsphere.example,9831789606
CUSTOMER_000000113,Pooja,Iyer,pooja.iyer.CUSTOMER_000000113@shopsphere.example,9801706660
CUSTOMER_000000114,Aanya,Pandey,aanya.pandey.CUSTOMER_000000114@shopsphere.example,9483620579
CUSTOMER_000000115,Rohan,Shah,rohan.shah.CUSTOMER_000000115@shopsphere.example,9916572631
CUSTOMER_000000116,Diya,Iyer,diya.iyer.CUSTOMER_000000116@shopsphere.example,9578414969
CUSTOMER_000000117,Sneha,Jain,sneha.jain.CUSTOMER_000000117@shopsphere.example,9818994229
CUSTOMER_000000118,Tanya,Iyer,tanya.iyer.CUSTOMER_000000118@shopsphere.example,9608580858
CUSTOMER_000000119,Karan,Das,karan.das.CUSTOMER_000000119@shopsphere.example,9834768388
CUSTOMER_000000120,Dev,Kapoor,dev.kapoor.CUSTOMER_000000120@shopsphere.example,9291012565
CUSTOMER_000000121,Ananya,Yadav,ananya.yadav.CUSTOMER_000000121@shopsphere.example,9431290574
CUSTOMER_000000122,Sneha,Sen,sneha.sen.CUSTOMER_000000122@shopsphere.example,9648121171
CUSTOMER_000000123,Arjun,Malhotra,arjun.malhotra.CUSTOMER_000000123@shopsphere.example,9634349958
CUSTOMER_000000124,Kavya,Gupta,kavya.gupta.CUSTOMER_000000124@shopsphere.example,9643398246
CUSTOMER_000000125,Pooja,Malhotra,pooja.malhotra.CUSTOMER_000000125@shopsphere.example,9605224830
CUSTOMER_000000126,Arjun,Jain,arjun.jain.CUSTOMER_000000126@shopsphere.example,9852115028
CUSTOMER_000000127,Varun,Roy,varun.roy.CUSTOMER_000000127@shopsphere.example,9707219514
CUSTOMER_000000128,Riya,Iyer,riya.iyer.CUSTOMER_000000128@shopsphere.example,9913149897
CUSTOMER_000000129,Neha,Joshi,neha.joshi.CUSTOMER_000000129@shopsphere.example,9927284637
CUSTOMER_000000130,Yash,Das,yash.das.CUSTOMER_000000130@shopsphere.example,9988688854
CUSTOMER_000000131,Avni,Nair,avni.nair.CUSTOMER_000000131@shopsphere.example,9165423128
CUSTOMER_000000132,Mahi,Gupta,mahi.gupta.CUSTOMER_000000132@shopsphere.example,9741947524
CUSTOMER_000000133,Diya,Nair,diya.nair.CUSTOMER_000000133@shopsphere.example,9496528026
CUSTOMER_000000134,Diya,Roy,diya.roy.CUSTOMER_000000134@shopsphere.example,9923058444
CUSTOMER_000000135,Ankit,Das,ankit.das.CUSTOMER_000000135@shopsphere.example,9680178587
CUSTOMER_000000136,Dev,Pandey,dev.pandey.CUSTOMER_000000136@shopsphere.example,9977362900
CUSTOMER_000000137,Manav,Kulkarni,manav.kulkarni.CUSTOMER_000000137@shopsphere.example,9965474057
CUSTOMER_000000138,Sneha,Soni,sneha.soni.CUSTOMER_000000138@shopsphere.example,9384212529
CUSTOMER_000000139,Simran,Saxena,simran.saxena.CUSTOMER_000000139@shopsphere.example,9357571775
CUSTOMER_000000140,Akash,Mukherjee,akash.mukherjee.CUSTOMER_000000140@shopsphere.example,9105239606
CUSTOMER_000000141,Aditya,Chauhan,aditya.chauhan.CUSTOMER_000000141@shopsphere.example,9612565320
CUSTOMER_000000142,Shreya,Verma,shreya.verma.CUSTOMER_000000142@shopsphere.example,9216446757
CUSTOMER_000000143,Sara,Mukherjee,sara.mukherjee.CUSTOMER_000000143@shopsphere.example,9352927946
CUSTOMER_000000144,Mahi,Das,mahi.das.CUSTOMER_000000144@shopsphere.example,9776157548
CUSTOMER_000000145,Manav,Joshi,manav.joshi.CUSTOMER_000000145@shopsphere.example,9513349028
CUSTOMER_000000146,Isha,Singh,isha.singh.CUSTOMER_000000146@shopsphere.example,9751081541
CUSTOMER_000000147,Diya,Rao,diya.rao.CUSTOMER_000000147@shopsphere.example,9310226587
CUSTOMER_000000148,Nikhil,Soni,nikhil.soni.CUSTOMER_000000148@shopsphere.example,9901350849
CUSTOMER_000000149,Aditi,Kulkarni,aditi.kulkarni.CUSTOMER_000000149@shopsphere.example,9805009981
CUSTOMER_000000150,Dev,Pillai,dev.pillai.CUSTOMER_000000150@shopsphere.example,9464984842
CUSTOMER_000000151,Siddharth,Roy,siddharth.roy.CUSTOMER_000000151@shopsphere.example,9855606403
CUSTOMER_000000152,Priya,Joshi,priya.joshi.CUSTOMER_000000152@shopsphere.example,9169194702
CUSTOMER_000000153,Manav,Kulkarni,manav.kulkarni.CUSTOMER_000000153@shopsphere.example,9523851658
CUSTOMER_000000154,Aryan,Iyer,aryan.iyer.CUSTOMER_000000154@shopsphere.example,9897506231
CUSTOMER_000000155,Nisha,Sharma,nisha.sharma.CUSTOMER_000000155@shopsphere.example,9330044109
CUSTOMER_000000156,Aarav,Yadav,aarav.yadav.CUSTOMER_000000156@shopsphere.example,9546298042
CUSTOMER_000000157,Aryan,Mukherjee,aryan.mukherjee.CUSTOMER_000000157@shopsphere.example,9980381265
CUSTOMER_000000158,Karan,Das,karan.das.CUSTOMER_000000158@shopsphere.example,9938679830
CUSTOMER_000000159,Shreya,Rao,shreya.rao.CUSTOMER_000000159@shopsphere.example,9222649491
CUSTOMER_000000160,Kavya,Sharma,kavya.sharma.CUSTOMER_000000160@shopsphere.example,9587479004
CUSTOMER_000000161,Isha,Naidu,isha.naidu.CUSTOMER_000000161@shopsphere.example,9534225288
CUSTOMER_000000162,Rahul,Mehta,rahul.mehta.CUSTOMER_000000162@shopsphere.example,9949809822
CUSTOMER_000000163,Ishaan,Agarwal,ishaan.agarwal.CUSTOMER_000000163@shopsphere.example,9763556599
CUSTOMER_000000164,Ishaan,Malhotra,ishaan.malhotra.CUSTOMER_000000164@shopsphere.example,9715850407
CUSTOMER_000000165,Varun,Ghosh,varun.ghosh.CUSTOMER_000000165@shopsphere.example,9392518838
CUSTOMER_000000166,Sneha,Joshi,sneha.joshi.CUSTOMER_000000166@shopsphere.example,9376125397
CUSTOMER_000000167,Aryan,Yadav,aryan.yadav.CUSTOMER_000000167@shopsphere.example,9420851625
CUSTOMER_000000168,Kabir,Ghosh,kabir.ghosh.CUSTOMER_000000168@shopsphere.example,9746080634
CUSTOMER_000000169,Dev,Bansal,dev.bansal.CUSTOMER_000000169@shopsphere.example,9390233784
CUSTOMER_000000170,Raj,Rao,raj.rao.CUSTOMER_000000170@shopsphere.example,9693953765
CUSTOMER_000000171,Yash,Malhotra,yash.malhotra.CUSTOMER_000000171@shopsphere.example,9112175404
CUSTOMER_000000172,Priya,Agarwal,priya.agarwal.CUSTOMER_000000172@shopsphere.example,9823508258
CUSTOMER_000000173,Siddharth,Kulkarni,siddharth.kulkarni.CUSTOMER_000000173@shopsphere.example,9327876038
CUSTOMER_000000174,Karan,Rao,karan.rao.CUSTOMER_000000174@shopsphere.example,9814526950
CUSTOMER_000000175,Ankit,Kulkarni,ankit.kulkarni.CUSTOMER_000000175@shopsphere.example,9711703664
CUSTOMER_000000176,Sara,Ghosh,sara.ghosh.CUSTOMER_000000176@shopsphere.example,9956144927
CUSTOMER_000000177,Varun,Chauhan,varun.chauhan.CUSTOMER_000000177@shopsphere.example,9211266228
CUSTOMER_000000178,Karan,Naidu,karan.naidu.CUSTOMER_000000178@shopsphere.example,9337087038
CUSTOMER_000000179,Dev,Reddy,dev.reddy.CUSTOMER_000000179@shopsphere.example,9408117647
CUSTOMER_000000180,Varun,Iyer,varun.iyer.CUSTOMER_000000180@shopsphere.example,9774580719
CUSTOMER_000000181,Riya,Soni,riya.soni.CUSTOMER_000000181@shopsphere.example,9211752385
CUSTOMER_000000182,Rahul,Dubey,rahul.dubey.CUSTOMER_000000182@shopsphere.example,9435334396
CUSTOMER_000000183,Rohan,Deshmukh,rohan.deshmukh.CUSTOMER_000000183@shopsphere.example,9937578124
CUSTOMER_000000184,Ankit,Tiwari,ankit.tiwari.CUSTOMER_000000184@shopsphere.example,9332183483
CUSTOMER_000000185,Rahul,Mishra,rahul.mishra.CUSTOMER_000000185@shopsphere.example,9707636235
CUSTOMER_000000186,Myra,Soni,myra.soni.CUSTOMER_000000186@shopsphere.example,9161579755
CUSTOMER_000000187,Aarav,Kumar,aarav.kumar.CUSTOMER_000000187@shopsphere.example,9696612694
CUSTOMER_000000188,Shreya,Das,shreya.das.CUSTOMER_000000188@shopsphere.example,9435281552
CUSTOMER_000000189,Rohan,Banerjee,rohan.banerjee.CUSTOMER_000000189@shopsphere.example,9689509363
CUSTOMER_000000190,Sneha,Deshmukh,sneha.deshmukh.CUSTOMER_000000190@shopsphere.example,9692130117
CUSTOMER_000000191,Meera,Deshmukh,meera.deshmukh.CUSTOMER_000000191@shopsphere.example,9572055978
CUSTOMER_000000192,Raj,Dubey,raj.dubey.CUSTOMER_000000192@shopsphere.example,9140693890
CUSTOMER_000000193,Pooja,Nair,pooja.nair.CUSTOMER_000000193@shopsphere.example,9604941468
CUSTOMER_000000194,Avni,Thakur,avni.thakur.CUSTOMER_000000194@shopsphere.example,9436993684
CUSTOMER_000000195,Kabir,Reddy,kabir.reddy.CUSTOMER_000000195@shopsphere.example,9187593140
CUSTOMER_000000196,Arjun,Chopra,arjun.chopra.CUSTOMER_000000196@shopsphere.example,9819343509
CUSTOMER_000000197,Siddharth,Patel,siddharth.patel.CUSTOMER_000000197@shopsphere.example,9580994975
CUSTOMER_000000198,Neha,Malhotra,neha.malhotra.CUSTOMER_000000198@shopsphere.example,9236304188
CUSTOMER_000000199,Isha,Shah,isha.shah.CUSTOMER_000000199@shopsphere.example,9727802315
CUSTOMER_000000200,Varun,Verma,varun.verma.CUSTOMER_000000200@shopsphere.example,9156105333
CUSTOMER_000000201,Nikhil,Agarwal,nikhil.agarwal.CUSTOMER_000000201@shopsphere.example,9687561262
CUSTOMER_000000202,Priya,Kulkarni,priya.kulkarni.CUSTOMER_000000202@shopsphere.example,9300977101
CUSTOMER_000000203,Myra,Dubey,myra.dubey.CUSTOMER_000000203@shopsphere.example,9686124405
CUSTOMER_000000204,Simran,Chauhan,simran.chauhan.CUSTOMER_000000204@shopsphere.example,9513551363
CUSTOMER_000000205,Karan,Rao,karan.rao.CUSTOMER_000000205@shopsphere.example,9307205541
CUSTOMER_000000206,Aditya,Tiwari,aditya.tiwari.CUSTOMER_000000206@shopsphere.example,9794290527
CUSTOMER_000000207,Yash,Ghosh,yash.ghosh.CUSTOMER_000000207@shopsphere.example,9761544749
CUSTOMER_000000208,Isha,Banerjee,isha.banerjee.CUSTOMER_000000208@shopsphere.example,9377644936
CUSTOMER_000000209,Aarav,Krishnan,aarav.krishnan.CUSTOMER_000000209@shopsphere.example,9514990565
CUSTOMER_000000210,Dev,Mishra,dev.mishra.CUSTOMER_000000210@shopsphere.example,9623541039
CUSTOMER_000000211,Arjun,Malhotra,arjun.malhotra.CUSTOMER_000000211@shopsphere.example,9286277010
CUSTOMER_000000212,Akash,Kapoor,akash.kapoor.CUSTOMER_000000212@shopsphere.example,9636634475
CUSTOMER_000000213,Pooja,Chauhan,pooja.chauhan.CUSTOMER_000000213@shopsphere.example,9660076002
CUSTOMER_000000214,Pooja,Mehta,pooja.mehta.CUSTOMER_000000214@shopsphere.example,9919000050
CUSTOMER_000000215,Siddharth,Mishra,siddharth.mishra.CUSTOMER_000000215@shopsphere.example,9538687821
CUSTOMER_000000216,Rahul,Soni,rahul.soni.CUSTOMER_000000216@shopsphere.example,9301751482
CUSTOMER_000000217,Varun,Nair,varun.nair.CUSTOMER_000000217@shopsphere.example,9493866194
CUSTOMER_000000218,Myra,Chauhan,myra.chauhan.CUSTOMER_000000218@shopsphere.example,9907222687
CUSTOMER_000000219,Priya,Iyer,priya.iyer.CUSTOMER_000000219@shopsphere.example,9512453100
CUSTOMER_000000220,Diya,Joshi,diya.joshi.CUSTOMER_000000220@shopsphere.example,9431309316
CUSTOMER_000000221,Siddharth,Pillai,siddharth.pillai.CUSTOMER_000000221@shopsphere.example,9519826425
CUSTOMER_000000222,Vihaan,Menon,vihaan.menon.CUSTOMER_000000222@shopsphere.example,9416735876
CUSTOMER_000000223,Priya,Shah,priya.shah.CUSTOMER_000000223@shopsphere.example,9275188704
CUSTOMER_000000224,Aanya,Iyer,aanya.iyer.CUSTOMER_000000224@shopsphere.example,9852105004
CUSTOMER_000000225,Yash,Gupta,yash.gupta.CUSTOMER_000000225@shopsphere.example,9203809148
CUSTOMER_000000226,Aarav,Sen,aarav.sen.CUSTOMER_000000226@shopsphere.example,9716624176
CUSTOMER_000000227,Meera,Agarwal,meera.agarwal.CUSTOMER_000000227@shopsphere.example,9688725434
CUSTOMER_000000228,Sara,Mukherjee,sara.mukherjee.CUSTOMER_000000228@shopsphere.example,9381937600
CUSTOMER_000000229,Ishaan,Kumar,ishaan.kumar.CUSTOMER_000000229@shopsphere.example,9675038606
CUSTOMER_000000230,Tanya,Pillai,tanya.pillai.CUSTOMER_000000230@shopsphere.example,9108565797
CUSTOMER_000000231,Meera,Menon,meera.menon.CUSTOMER_000000231@shopsphere.example,9886227321
CUSTOMER_000000232,Riya,Das,riya.das.CUSTOMER_000000232@shopsphere.example,9144150726
CUSTOMER_000000233,Akash,Singh,akash.singh.CUSTOMER_000000233@shopsphere.example,9869677358
CUSTOMER_000000234,Shreya,Krishnan,shreya.krishnan.CUSTOMER_000000234@shopsphere.example,9633326245
CUSTOMER_000000235,Nisha,Chopra,nisha.chopra.CUSTOMER_000000235@shopsphere.example,9343389540
CUSTOMER_000000236,Vihaan,Bansal,vihaan.bansal.CUSTOMER_000000236@shopsphere.example,9860669006
CUSTOMER_000000237,Aanya,Kulkarni,aanya.kulkarni.CUSTOMER_000000237@shopsphere.example,9426707024
CUSTOMER_000000238,Vihaan,Tiwari,vihaan.tiwari.CUSTOMER_000000238@shopsphere.example,9399717289
CUSTOMER_000000239,Aanya,Verma,aanya.verma.CUSTOMER_000000239@shopsphere.example,9850291783
CUSTOMER_000000240,Kabir,Chauhan,kabir.chauhan.CUSTOMER_000000240@shopsphere.example,9506873098
CUSTOMER_000000241,Rahul,Thakur,rahul.thakur.CUSTOMER_000000241@shopsphere.example,9134367154
CUSTOMER_000000242,Aditya,Das,aditya.das.CUSTOMER_000000242@shopsphere.example,9452544958
CUSTOMER_000000243,Riya,Sharma,riya.sharma.CUSTOMER_000000243@shopsphere.example,9141719718
CUSTOMER_000000244,Ankit,Mishra,ankit.mishra.CUSTOMER_000000244@shopsphere.example,9718203670
CUSTOMER_000000245,Avni,Roy,avni.roy.CUSTOMER_000000245@shopsphere.example,9305349258
CUSTOMER_000000246,Meera,Agarwal,meera.agarwal.CUSTOMER_000000246@shopsphere.example,9500094557
CUSTOMER_000000247,Varun,Mishra,varun.mishra.CUSTOMER_000000247@shopsphere.example,9297867586
CUSTOMER_000000248,Varun,Joshi,varun.joshi.CUSTOMER_000000248@shopsphere.example,9280940159
CUSTOMER_000000249,Vivek,Pandey,vivek.pandey.CUSTOMER_000000249@shopsphere.example,9192150708
CUSTOMER_000000250,Vivek,Gupta,vivek.gupta.CUSTOMER_000000250@shopsphere.example,9582707475
CUSTOMER_000000251,Pooja,Banerjee,pooja.banerjee.CUSTOMER_000000251@shopsphere.example,9139472072
CUSTOMER_000000252,Priya,Roy,priya.roy.CUSTOMER_000000252@shopsphere.example,9591317688
CUSTOMER_000000253,Vivek,Banerjee,vivek.banerjee.CUSTOMER_000000253@shopsphere.example,9913066074
CUSTOMER_000000254,Meera,Saxena,meera.saxena.CUSTOMER_000000254@shopsphere.example,9532283645
CUSTOMER_000000255,Kavya,Soni,kavya.soni.CUSTOMER_000000255@shopsphere.example,9953354409
CUSTOMER_000000256,Tanya,Rao,tanya.rao.CUSTOMER_000000256@shopsphere.example,9672356396
CUSTOMER_000000257,Nikhil,Jain,nikhil.jain.CUSTOMER_000000257@shopsphere.example,9186676432
